phone_id,brand,model,marketing_name,release_year,release_month,operating_system,os_version,5g_supported,screen_size_inches,screen_resolution,refresh_rate_hz,panel_type,processor_brand,processor_model,core_count,ram_gb,storage_gb,card_slot_available,main_camera_mp,num_rear_cameras,front_camera_mp,battery_capacity_mah,charging_speed_w,wireless_charging,weight_grams,thickness_mm,body_material,water_resistance_rating,original_price_usd,region_market,stock_availability,user_rating,review_count,discounted_price_usd
159419,Oppo,Model_817,Lite 59419,2023,9,Android,17,Yes,6.2,QHD+,120,IPS LCD,MediaTek Dimensity,Gen_2,6,8,64,No,108,2,12,5000,67,No,164,7.4,Glass/Plastic,None,1465,Global,4774,4.3,7043,1223.58
220039,Xiaomi,Model_393,Lite 120039,2025,3,Android,15,Yes,6.4,HD+,90,AMOLED,Tensor,Gen_4,8,12,1024,Yes,12,2,12,5000,18,No,193,7.6,Titanium,IP68,739,Asia,1664,3.7,14328,561.65
104796,Vivo,Model_366,Lite 4796,2024,12,Android,14,Yes,5.6,FHD+,60,IPS LCD,Apple A-Series,Gen_1,8,8,256,No,64,4,16,5000,25,Yes,225,8.0,Titanium,IP68,595,North America,1785,4.7,4389,458.33
213185,Apple,Model_559,Pro Max 113185,2024,2,iOS,14,Yes,6.1,HD+,120,AMOLED,Snapdragon,Gen_4,8,8,512,No,12,1,8,5000,18,No,165,8.6,Plastic,IP67,1033,Global,1620,4.2,20474,812.11
124355,Vivo,Model_884,Pro Max 24355,2026,8,Android,17,Yes,6.4,HD+,120,OLED,Tensor,Gen_1,6,8,128,Yes,50,1,8,5000,33,Yes,187,8.8,Glass/Plastic,None,791,North America,3706,3.6,9790,737.42
124772,Samsung,Model_402,Lite 24772,2024,12,Android,16,Yes,6.3,HD+,120,OLED,Tensor,Gen_2,6,12,512,Yes,48,4,50,4500,33,No,195,7.1,Titanium,IP53,1187,Europe,12,4.8,10387,1053.23
194294,Realme,Model_794,Lite 94294,2023,3,Android,14,Yes,6.6,FHD+,144,IPS LCD,Exynos,Gen_4,6,8,128,Yes,64,2,32,4000,25,No,187,8.0,Glass/Plastic,IP53,797,MEA,481,3.8,8466,628.26
111702,Vivo,Model_790,Lite 11702,2025,9,Android,14,No,6.0,HD+,120,Super AMOLED,Snapdragon,Gen_2,8,24,1024,No,108,2,8,4500,18,No,203,8.5,Eco-Leather,None,774,Global,1458,4.6,21646,636.9
157120,Xiaomi,Model_995,Pro Max 57120,2024,2,Android,17,No,6.7,FHD+,144,OLED,Tensor,Gen_4,8,8,128,No,200,3,8,4500,120,No,174,8.3,Glass/Aluminum,IP68,1031,Asia,1926,4.2,19137,956.54
178622,OnePlus,Model_670,Lite 78622,2026,2,Android,15,Yes,5.6,FHD+,120,AMOLED,Snapdragon,Gen_1,6,8,256,No,48,1,8,6000,67,No,228,7.3,Glass/Aluminum,,1588,Asia,2771,,9192,1221.91
172768,Huawei,Model_994,Lite 72768,2025,1,Android,15,Yes,5.6,FHD+,90,OLED,Snapdragon,Gen_3,8,16,64,No,50,3,32,5000,25,No,225,7.8,Eco-Leather,IP67,476,Global,233,5.0,24269,394.37
210216,OnePlus,Model_124,Lite 110216,2026,9,Android,15,Yes,6.3,QHD+,60,OLED,Exynos,Gen_2,8,6,256,No,12,2,16,6000,18,No,225,9.3,Plastic,None,376,Asia,4991,4.1,21694,346.18
182250,Vivo,Model_367,Pro Max 82250,2024,2,Android,17,Yes,5.7,FHD+,120,OLED,Apple A-Series,Gen_1,6,8,64,No,48,3,12,5000,25,No,228,9.0,Titanium,IP67,637,MEA,4404,,3253,590.41
200829,Oppo,Model_206,Lite 100829,2024,10,Android,14,Yes,6.2,4K,60,IPS LCD,Helio,Gen_2,8,12,256,No,50,2,16,4500,25,No,170,7.5,Glass/Plastic,IP68,763,Asia,4028,3.6,17191,655.51
119896,Samsung,Model_273,Lite 19896,2024,1,Android,15,Yes,6.9,4K,60,OLED,Snapdragon,Gen_1,8,8,512,No,64,3,50,4000,18,Yes,214,8.9,Glass/Plastic,IP53,927,Europe,3582,4.5,21172,718.42
141752,Xiaomi,Model_739,Lite 41752,2026,6,Android,16,Yes,5.5,QHD+,120,IPS LCD,Helio,Gen_1,8,8,128,No,108,3,16,6000,100,Yes,179,9.4,Glass/Aluminum,IP68,647,Europe,4528,4.3,8318,577.52
132904,Apple,Model_879,Lite 32904,2023,1,iOS,14,Yes,5.8,FHD+,60,IPS LCD,MediaTek Dimensity,Gen_3,6,8,128,Yes,50,2,8,5500,45,No,167,7.2,Titanium,IP67,1590,Europe,3164,4.6,23703,1415.79
226540,Apple,Model_797,Pro Max 126540,2023,5,iOS,16,Yes,6.5,HD+,120,AMOLED,Snapdragon,Gen_4,8,16,256,Yes,48,3,12,6000,120,No,216,9.1,Glass/Aluminum,IP68,736,Europe,4381,4.8,3840,
190624,Realme,Model_902,Lite 90624,2025,6,Android,14,No,6.8,FHD+,120,IPS LCD,MediaTek Dimensity,Gen_1,8,12,64,Yes,200,1,8,5000,45,No,160,7.8,Eco-Leather,IP67,927,Asia,836,3.7,8244,779.05
157074,Huawei,Model_347,Lite 57074,2024,7,Android,14,Yes,6.5,QHD+,60,AMOLED,Snapdragon,Gen_4,6,16,256,No,12,1,16,6000,120,Yes,213,9.1,Eco-Leather,IP68,1506,Asia,1743,4.5,14672,1387.41
160867,Samsung,Model_559,Lite 60867,2025,4,Android,17,Yes,5.6,FHD+,90,OLED,Tensor,Gen_1,8,6,64,Yes,48,1,50,5000,25,Yes,187,8.6,Glass/Aluminum,None,434,Europe,4967,4.4,21774,385.58
165988,Apple,Model_877,Lite 65988,2024,11,iOS,14,No,5.7,QHD+,90,IPS LCD,MediaTek Dimensity,Gen_2,8,8,128,Yes,64,3,50,4000,33,Yes,186,8.6,Plastic,IP53,1569,MEA,4446,3.7,5414,1341.38
105841,Samsung,Model_459,Lite 5841,2025,6,Android,17,No,6.6,FHD+,90,AMOLED,Tensor,Gen_2,8,12,128,No,200,4,8,5000,67,Yes,176,7.1,Glass/Plastic,,733,Europe,4199,3.6,7726,604.98
127507,Realme,Model_762,Lite 27507,2025,4,Android,14,Yes,6.2,FHD+,120,OLED,Apple A-Series,Gen_4,6,12,256,No,64,1,32,4500,45,No,183,8.7,Glass/Aluminum,IP67,322,North America,1284,3.6,10041,284.3
173671,Apple,Model_383,Lite 73671,2025,3,iOS,16,No,5.8,FHD+,120,AMOLED,Snapdragon,Gen_2,8,4,128,Yes,200,2,50,5000,120,No,213,7.5,Titanium,IP67,809,Asia,4576,3.9,18916,746.73
185234,Motorola,Model_350,Lite 85234,2026,2,Android,15,Yes,6.1,FHD+,120,Super AMOLED,Exynos,Gen_3,8,8,512,No,50,1,12,5500,45,No,228,7.4,Glass/Aluminum,None,808,Asia,1445,4.2,6644,617.66
175098,Motorola,Model_438,Lite 75098,2025,12,Android,14,Yes,6.5,QHD+,120,AMOLED,Tensor,Gen_4,8,8,128,No,108,4,16,6000,100,Yes,167,8.5,Glass/Plastic,IP68,195,Europe,4794,4.0,2425,177.09
249310,OnePlus,Model_776,Pro Max 149310,2023,3,Android,14,Yes,5.8,HD+,120,AMOLED,Exynos,Gen_3,8,16,256,Yes,50,1,50,5000,120,Yes,226,7.7,Glass/Aluminum,IP53,1404,Asia,4935,3.7,16352,1277.9
191556,OnePlus,Model_693,Lite 91556,2023,2,Android,14,Yes,6.8,FHD+,120,IPS LCD,Helio,Gen_3,6,6,256,Yes,12,3,50,4000,100,No,208,7.2,Plastic,IP68,1075,Europe,3508,,10691,867.88
142702,Motorola,Model_720,Lite 42702,2024,5,Android,17,Yes,6.2,HD+,60,Super AMOLED,Exynos,Gen_4,8,12,128,No,200,2,8,5000,67,No,227,8.4,Glass/Plastic,IP53,174,MEA,2541,4.9,15021,145.84
227800,Vivo,Model_772,Pro Max 127800,2023,3,Android,14,No,6.6,FHD+,120,AMOLED,Exynos,Gen_4,8,8,256,Yes,200,1,16,6000,45,Yes,189,7.3,Eco-Leather,IP53,1431,North America,2834,4.0,10304,
110814,Realme,Model_588,Lite 10814,2023,7,Android,14,Yes,5.6,FHD+,60,AMOLED,Snapdragon,Gen_4,8,12,512,Yes,108,4,12,5500,18,No,215,7.5,Plastic,IP67,514,MEA,2023,4.0,15020,411.15
236456,Google,Model_966,Lite 136456,2025,8,Android,14,No,5.8,QHD+,120,OLED,Snapdragon,Gen_4,8,8,128,No,12,2,32,4000,100,No,177,9.3,Glass/Aluminum,IP53,216,Europe,2282,4.1,17274,163.13
137084,Motorola,Model_721,Lite 37084,2025,8,Android,16,Yes,6.1,FHD+,60,Super AMOLED,Apple A-Series,Gen_2,8,12,256,Yes,108,3,12,6000,18,No,217,7.0,Plastic,IP68,574,Asia,3267,5.0,18615,445.33
200948,Oppo,Model_259,Lite 100948,2024,7,Android,16,No,5.9,4K,120,Super AMOLED,Tensor,Gen_4,6,12,128,No,48,2,16,5500,45,Yes,233,9.2,Glass/Aluminum,IP68,756,Global,761,4.1,6447,696.27
136116,Motorola,Model_342,Lite 36116,2025,10,Android,15,No,6.7,FHD+,90,IPS LCD,Helio,Gen_1,8,12,128,Yes,48,4,32,4500,67,No,214,9.2,Titanium,IP67,175,Europe,35,4.2,13564,142.9
166772,Realme,Model_435,Lite 66772,2023,4,Android,16,No,6.9,FHD+,120,OLED,Snapdragon,Gen_4,8,12,128,No,50,1,12,5500,45,Yes,172,9.1,Glass/Aluminum,IP67,1103,Global,1606,4.4,14771,960.41
158165,Xiaomi,Model_926,Pro Max 58165,2025,11,Android,16,Yes,6.7,HD+,90,IPS LCD,Helio,Gen_3,8,8,128,No,48,3,8,6000,45,No,237,8.1,Glass/Plastic,IP68,351,Europe,4306,4.4,8734,324.5
176517,Apple,Model_180,Ultra 76517,2025,4,iOS,17,Yes,6.0,FHD+,90,OLED,Helio,Gen_3,8,8,128,No,12,2,12,4500,120,No,164,8.7,Plastic,IP68,636,Asia,1617,4.1,23698,594.45
208168,Realme,Model_940,Lite 108168,2025,3,Android,17,Yes,6.3,FHD+,60,AMOLED,Exynos,Gen_3,8,16,512,Yes,50,2,50,5500,67,No,189,9.0,Titanium,IP67,1109,Europe,626,4.2,3935,1027.59
176250,Apple,Model_392,Pro Max 76250,2026,9,iOS,15,Yes,6.8,FHD+,90,Super AMOLED,Snapdragon,Gen_2,8,4,256,No,108,2,16,4500,33,No,203,8.2,Eco-Leather,IP68,815,Asia,1319,4.9,12933,737.03
159627,Xiaomi,Model_375,Lite 59627,2025,5,Android,17,Yes,5.9,4K,120,Super AMOLED,MediaTek Dimensity,Gen_4,8,6,128,Yes,64,3,12,5000,25,Yes,235,8.4,Titanium,None,720,Europe,4038,4.7,17390,600.09
213139,Motorola,Model_312,Lite 113139,2024,1,Android,17,Yes,5.8,QHD+,120,OLED,Helio,Gen_2,8,24,256,Yes,200,4,50,5500,25,No,226,8.4,Titanium,IP68,897,Global,575,4.1,6531,746.77
112426,Motorola,Model_800,Lite 12426,2024,4,Android,15,Yes,6.6,FHD+,60,IPS LCD,MediaTek Dimensity,Gen_3,6,16,128,Yes,48,4,32,5000,100,No,217,8.6,Glass/Aluminum,IP68,1471,Global,2759,3.8,18322,1383.8
132613,Realme,Model_664,Ultra 32613,2024,10,Android,16,Yes,6.4,FHD+,90,Super AMOLED,MediaTek Dimensity,Gen_1,8,8,256,Yes,48,1,8,5000,100,No,173,8.1,Eco-Leather,None,1014,Asia,1641,4.6,19750,949.57
167433,Oppo,Model_679,Lite 67433,2025,5,Android,15,Yes,6.5,4K,120,Super AMOLED,Exynos,Gen_2,8,6,128,No,108,1,32,6000,67,No,223,7.0,Titanium,None,1354,Europe,22,4.2,12134,1253.2
179055,Xiaomi,Model_195,Pro Max 79055,2024,6,Android,15,No,6.1,FHD+,120,Super AMOLED,Exynos,Gen_4,8,24,256,No,200,1,32,4500,45,Yes,228,8.6,Glass/Aluminum,None,566,Asia,2473,4.9,13640,531.9
106682,OnePlus,Model_498,Lite 6682,2024,3,Android,16,Yes,6.3,FHD+,60,Super AMOLED,Exynos,Gen_2,8,8,64,Yes,48,2,50,6000,100,No,227,8.6,Glass/Aluminum,None,336,Europe,3921,4.4,1845,300.78
219799,Vivo,Model_371,Lite 119799,2024,3,Android,15,Yes,6.3,HD+,60,Super AMOLED,MediaTek Dimensity,Gen_4,8,16,128,Yes,50,2,12,4000,120,No,176,7.8,Glass/Plastic,IP53,625,Europe,2052,4.6,22937,522.63
163921,Oppo,Model_934,Lite 63921,2025,11,Android,15,No,6.2,FHD+,120,IPS LCD,Apple A-Series,Gen_2,8,8,128,No,12,2,12,4500,25,No,161,8.9,Eco-Leather,IP68,1258,MEA,3843,4.7,4342,1154.32
245460,OnePlus,Model_126,Pro Max 145460,2023,4,Android,16,Yes,6.0,FHD+,120,Super AMOLED,MediaTek Dimensity,Gen_1,8,8,128,No,108,1,32,5500,100,No,184,7.9,Titanium,IP53,1234,Europe,572,3.8,3107,1133.61
121579,Vivo,Model_789,Lite 21579,2024,9,Android,15,Yes,6.1,FHD+,90,IPS LCD,Helio,Gen_4,8,24,1024,Yes,48,4,50,6000,18,No,173,7.1,Glass/Aluminum,,577,MEA,620,4.5,13697,509.1
249208,Samsung,Model_429,Lite 149208,2024,9,Android,16,Yes,6.6,FHD+,120,Super AMOLED,MediaTek Dimensity,Gen_2,6,6,128,No,48,3,8,4500,67,Yes,224,8.8,Glass/Aluminum,IP68,1587,Global,3656,3.8,16380,1255.69
204149,Apple,Model_802,Lite 104149,2026,7,iOS,15,Yes,5.9,FHD+,120,AMOLED,,Gen_3,8,16,512,No,108,2,12,4500,18,Yes,215,9.2,Eco-Leather,None,238,North America,4137,3.7,2638,206.82
186899,Motorola,Model_684,Lite 86899,2024,3,Android,16,Yes,6.5,FHD+,120,OLED,MediaTek Dimensity,Gen_1,8,8,128,Yes,12,2,8,5000,67,No,195,7.4,Plastic,IP53,1461,North America,3086,4.3,24160,1133.2
126151,Huawei,Model_904,Lite 26151,2023,11,Android,15,Yes,6.6,FHD+,60,Super AMOLED,MediaTek Dimensity,Gen_1,8,6,1024,Yes,12,3,12,5500,100,Yes,197,7.7,Glass/Aluminum,IP53,671,Global,4190,3.6,11465,632.96
126179,Apple,Model_732,Lite 26179,2024,4,iOS,15,No,6.6,FHD+,120,IPS LCD,Tensor,Gen_4,8,16,128,No,64,4,32,4000,18,No,235,9.1,Plastic,IP68,684,Asia,4641,4.6,17670,520.39
131693,Oppo,Model_449,Lite 31693,2025,7,Android,16,Yes,6.3,FHD+,60,AMOLED,Snapdragon,Gen_3,8,8,128,Yes,48,3,32,4000,25,No,209,7.1,Glass/Plastic,None,593,North America,2382,,22001,447.19
172687,Google,Model_441,Lite 72687,2025,9,Android,15,Yes,6.6,FHD+,120,OLED,Exynos,Gen_3,8,8,1024,Yes,108,4,32,5000,67,No,193,8.6,Plastic,IP68,846,Asia,2684,3.6,9592,681.13
175820,Motorola,Model_709,Pro Max 75820,2023,12,Android,15,Yes,6.5,QHD+,120,Super AMOLED,Exynos,Gen_1,4,8,64,No,12,4,8,6000,100,No,162,9.5,Glass/Aluminum,IP53,870,Global,2952,4.0,16186,702.06
215003,Realme,Model_239,Ultra 115003,2024,6,Android,15,Yes,6.1,FHD+,60,Super AMOLED,Exynos,Gen_1,8,16,128,No,48,3,8,4000,18,Yes,220,7.1,Eco-Leather,IP67,1584,Asia,1503,3.6,5211,1190.46
187627,Motorola,Model_321,Lite 87627,2024,1,Android,15,Yes,5.9,QHD+,120,Super AMOLED,Exynos,Gen_1,8,16,256,No,108,3,16,5000,67,No,190,8.2,Plastic,IP68,841,MEA,4188,3.6,18686,798.66
192733,OnePlus,Model_606,Lite 92733,2025,5,Android,16,Yes,6.7,FHD+,120,OLED,MediaTek Dimensity,Gen_4,8,6,128,No,50,1,12,5500,100,No,184,8.0,Eco-Leather,None,467,Global,3994,3.6,23481,366.66
168047,Motorola,Model_330,Ultra 68047,2025,2,Android,14,Yes,6.6,QHD+,90,IPS LCD,Helio,Gen_3,8,6,256,Yes,108,3,8,4000,100,No,233,8.1,Glass/Aluminum,,849,Europe,2382,3.9,16204,645.08
220422,Vivo,Model_782,Lite 120422,2025,7,Android,14,Yes,6.1,QHD+,144,AMOLED,Apple A-Series,Gen_4,8,16,256,Yes,108,3,12,4500,33,No,172,9.2,Eco-Leather,IP67,1487,North America,865,4.6,5968,1396.01
160241,Motorola,Model_463,Lite 60241,2025,10,Android,16,Yes,6.2,FHD+,120,Super AMOLED,MediaTek Dimensity,Gen_4,6,8,256,Yes,64,3,12,5500,45,Yes,217,9.0,Glass/Plastic,IP67,193,Global,2065,3.9,13326,161.72
118205,Vivo,Model_214,Pro Max 18205,2025,4,Android,15,Yes,5.7,FHD+,120,Super AMOLED,Helio,Gen_1,8,12,64,No,50,3,32,5000,45,Yes,163,8.9,Titanium,IP53,309,North America,29,4.3,6868,270.82
173962,Samsung,Model_517,Ultra 73962,2025,4,Android,17,No,6.0,QHD+,144,Super AMOLED,Snapdragon,Gen_4,8,8,256,Yes,12,2,12,5500,25,Yes,185,9.3,Glass/Plastic,None,1203,MEA,746,4.8,5491,1112.59
168529,Motorola,Model_371,Lite 68529,2023,7,Android,15,Yes,5.7,FHD+,120,IPS LCD,Apple A-Series,Gen_1,8,8,128,No,48,3,50,4000,25,No,189,9.1,Glass/Plastic,IP67,675,North America,839,4.5,8776,618.76
161970,Samsung,Model_752,Pro Max 61970,2025,1,Android,16,Yes,6.5,FHD+,90,AMOLED,Exynos,Gen_4,6,8,512,Yes,200,3,50,4500,25,Yes,188,8.8,Glass/Plastic,IP67,1176,Asia,1938,4.0,9922,916.06
156705,Vivo,Model_587,Pro Max 56705,2023,5,Android,17,Yes,6.4,HD+,120,AMOLED,MediaTek Dimensity,Gen_2,8,8,128,No,12,1,16,4500,33,Yes,208,9.2,Glass/Aluminum,IP67,1447,Global,3707,3.7,9906,1356.62
141839,Samsung,Model_722,Ultra 41839,2023,2,Android,15,No,6.7,QHD+,120,OLED,Tensor,Gen_3,8,24,128,No,50,3,8,6000,18,No,232,8.5,Plastic,IP53,1538,Global,344,4.9,242,1347.16
120938,Samsung,Model_588,Lite 20938,2024,6,Android,14,Yes,6.1,HD+,120,AMOLED,Apple A-Series,Gen_4,8,8,256,No,50,1,12,4000,18,Yes,169,7.3,Glass/Plastic,None,855,Global,1273,4.1,15418,676.48
228340,Motorola,Model_472,Pro Max 128340,2025,12,Android,16,Yes,6.1,FHD+,144,AMOLED,MediaTek Dimensity,Gen_3,6,6,128,Yes,48,3,8,5500,18,Yes,239,8.4,Glass/Aluminum,IP53,574,Asia,2837,,15080,468.12
198437,Xiaomi,Model_499,Lite 98437,2024,10,Android,15,Yes,6.9,FHD+,60,OLED,Snapdragon,Gen_3,8,4,256,No,64,3,8,5000,100,No,164,8.9,Glass/Aluminum,IP53,1073,Europe,4505,3.6,17965,813.62
197929,Samsung,Model_366,Lite 97929,2025,11,Android,14,Yes,6.4,4K,120,AMOLED,Exynos,Gen_3,8,6,256,Yes,108,3,16,4000,67,Yes,209,9.2,Titanium,IP67,280,Europe,1037,4.0,3626,250.49
169154,Samsung,Model_321,Lite 69154,2023,11,Android,14,Yes,5.9,FHD+,120,AMOLED,Tensor,Gen_1,8,12,256,No,50,1,32,5500,18,Yes,232,7.8,Glass/Aluminum,IP53,527,Asia,4858,4.3,17514,398.28
141218,Google,Model_217,Lite 41218,2024,9,Android,16,Yes,6.3,FHD+,120,Super AMOLED,Exynos,Gen_3,8,24,256,No,200,4,32,4000,120,No,212,9.3,Glass/Plastic,IP53,525,North America,820,4.8,10156,418.31
100956,Oppo,Model_155,Lite 956,2024,8,Android,14,No,6.3,FHD+,144,IPS LCD,Apple A-Series,Gen_3,4,8,256,No,48,2,8,4500,25,No,214,8.6,Glass/Plastic,IP68,350,MEA,1811,4.0,11630,280.64
197790,OnePlus,Model_305,Pro Max 97790,2025,6,Android,14,Yes,6.1,FHD+,90,IPS LCD,Exynos,Gen_4,8,12,256,Yes,108,2,16,6000,100,No,181,7.8,Plastic,IP68,695,Europe,2447,4.9,179,564.38
246797,OnePlus,Model_638,Ultra 146797,2024,11,Android,14,Yes,5.8,QHD+,90,AMOLED,Tensor,Gen_4,8,16,128,No,200,3,50,4000,67,No,169,8.8,Titanium,IP68,401,North America,1410,,8325,330.52
236281,OnePlus,Model_784,Lite 136281,2025,4,Android,14,Yes,6.1,FHD+,144,OLED,Apple A-Series,Gen_4,8,12,256,Yes,48,2,32,6000,25,Yes,175,7.2,Glass/Aluminum,IP53,1430,North America,4238,3.7,22814,1209.03
198955,Huawei,Model_811,Pro Max 98955,2025,4,Android,17,Yes,6.8,FHD+,120,Super AMOLED,Helio,Gen_2,8,24,128,No,64,3,12,4000,18,Yes,199,8.3,Glass/Plastic,IP68,978,MEA,781,4.7,4137,903.89
209923,Xiaomi,Model_661,Lite 109923,2024,2,Android,14,No,5.9,QHD+,60,Super AMOLED,Snapdragon,Gen_1,8,16,1024,Yes,50,4,50,4000,67,Yes,223,8.6,Titanium,IP68,217,North America,4202,4.7,21404,166.06
161531,Xiaomi,Model_205,Lite 61531,2026,12,Android,17,Yes,6.1,4K,120,OLED,MediaTek Dimensity,Gen_4,8,8,256,No,64,3,50,6000,120,Yes,232,7.3,Eco-Leather,IP67,1286,Europe,3275,4.4,740,1205.95
132665,Apple,Model_364,Pro Max 32665,2024,2,iOS,17,No,5.9,FHD+,60,OLED,Tensor,Gen_1,8,12,128,Yes,64,3,50,5000,33,No,233,7.0,Plastic,IP67,750,Asia,3592,5.0,24725,679.82
143283,OnePlus,Model_421,Lite 43283,2025,9,Android,16,Yes,5.9,FHD+,60,AMOLED,Tensor,Gen_4,8,16,256,Yes,12,1,50,6000,120,No,186,7.2,Plastic,IP68,898,Global,1766,3.5,8769,688.15
230673,Motorola,Model_455,Lite 130673,2026,11,Android,15,Yes,5.8,FHD+,120,IPS LCD,Helio,Gen_4,8,8,128,No,12,3,32,4500,100,No,200,8.4,Glass/Plastic,IP67,247,Global,1935,4.8,3259,212.07
176802,Xiaomi,Model_493,Lite 76802,2024,3,Android,15,Yes,6.1,4K,120,AMOLED,Helio,Gen_3,8,4,512,No,50,1,32,5500,33,Yes,198,7.3,Glass/Plastic,IP68,787,MEA,4331,4.8,14706,740.03
194995,Samsung,Model_884,Pro Max 94995,2025,8,Android,14,Yes,6.5,QHD+,120,OLED,,Gen_1,8,8,1024,No,64,1,8,6000,45,Yes,186,8.9,Glass/Plastic,IP68,431,MEA,1041,4.1,4702,345.11
108772,Samsung,Model_680,Lite 8772,2025,4,Android,17,Yes,6.2,FHD+,90,Super AMOLED,MediaTek Dimensity,Gen_2,8,6,128,Yes,108,1,32,4500,100,No,196,8.2,Plastic,IP53,282,Europe,878,4.7,17310,221.63
104062,OnePlus,Model_623,Lite 4062,2025,11,Android,14,Yes,6.7,FHD+,120,OLED,,Gen_3,8,8,128,No,12,1,32,4000,33,No,205,8.2,Plastic,IP53,1195,Asia,2708,3.7,23104,997.57
137340,Samsung,Model_346,Pro Max 37340,2025,3,Android,15,No,5.9,FHD+,120,OLED,Snapdragon,Gen_1,8,4,256,Yes,64,3,8,6000,33,No,160,8.6,Glass/Aluminum,None,1566,MEA,4140,4.9,23266,1187.43
107535,Vivo,Model_473,Pro Max 7535,2025,7,Android,16,Yes,5.5,FHD+,90,AMOLED,Helio,Gen_2,8,8,128,No,64,3,32,5000,120,No,237,7.8,Glass/Plastic,None,1208,North America,1095,4.9,7716,1029.44
115726,Google,Model_101,Lite 15726,2024,7,Android,14,Yes,6.0,FHD+,60,IPS LCD,Snapdragon,Gen_4,8,8,256,No,108,4,50,4500,100,No,186,8.5,Eco-Leather,IP67,1339,Global,2540,4.9,3231,1009.36
210457,OnePlus,Model_293,Lite 110457,2025,10,Android,15,Yes,6.8,FHD+,90,OLED,Apple A-Series,Gen_1,8,8,128,No,12,2,8,5500,45,No,175,7.1,Glass/Plastic,IP67,1037,Global,3636,3.7,23020,919.25
127079,Samsung,Model_917,Lite 27079,2024,10,Android,14,Yes,5.9,FHD+,120,IPS LCD,Apple A-Series,Gen_4,8,12,128,No,200,4,16,5500,120,Yes,192,9.4,Glass/Plastic,None,611,MEA,3482,,19264,560.52
207525,Google,Model_273,Pro Max 107525,2025,2,Android,16,Yes,5.7,FHD+,60,OLED,Apple A-Series,Gen_3,8,6,128,No,64,2,16,6000,25,No,224,7.9,Eco-Leather,IP68,1329,North America,1522,4.1,555,1071.95
134309,OnePlus,Model_554,Lite 34309,2025,2,Android,17,No,5.7,FHD+,90,OLED,Apple A-Series,Gen_3,8,12,1024,No,64,1,32,5000,100,Yes,166,8.8,Eco-Leather,IP53,1345,Europe,748,3.6,7007,1159.95
